rating, date, color, configuration, verified_reviews
5.0,"January 8, 2020",Charcoal,Echo,More subwoofer quality sound versus my first generation echo
5.0,"January 13, 2020",Charcoal,Echo,I use this primarily for listening to Amazon Music. The sound quality for such a small piece of equipment is excellent and an improvement on the previous Alexa devices we have bought although those had good sound quality too.
5.0,"January 17, 2020",Charcoal,Echo,We love this. The music is great and the whole family uses it.
5.0,"January 7, 2020",Limited Edition (RED),Echo,Great sounding speaker! Fills the room with sound even at half volume. Not huge bass.. but enough to sound like a quality speaker.
5.0,"December 26, 2019",Twilight Blue,Echo,Sounds so much better than the first Gen I had. The trade-in program ROCKS!
5.0,"December 14, 2019",Charcoal,Echo,Sound is much better that the Dot that it replaced.  Glad I did.
5.0,"December 27, 2019",Limited Edition (RED),Echo,"Really easy to set up. Clear audio and good bass, phenomenal speaker for the price. One con is the Sengled multi color lights were a pain to set up as their app is borderline non functioning so I would recommend going with another brand if you want to get the multi colored light bulbs."
5.0,"January 7, 2020",Charcoal,Echo,"Excellent sound quality in such a small, inexpensive speaker. We love the integration with amazon music, it makes it very simple and quick to play any song my family requests.  My kids love playing games like are you smarter than a fifth grader and the escape room, hours of fun for them! We really love our Echo."
5.0,"December 27, 2019",Charcoal,Echo,Nice bass output for a small speaker. I'll buy another I'm sure.
5.0,"January 3, 2020",Charcoal,with $10 Smart Plug,Great Christmas present to me! I love love love love my alexa!
4.0,"February 15, 2020",Charcoal,Echo,We enjoy our Alexa Echo and now have a Dot too.  It's not perfect but it is fun and easy to set up and use.
5.0,"December 8, 2019",Charcoal,Echo,"Bought this as a gift. From what I can tell, they really like it! Bought three this year for Christmas gifts.  I love mine."
5.0,"February 8, 2020",Charcoal,Echo,"My family loves this, it’s made listening to music we love so much easier, we use it a lot!"
5.0,"January 28, 2020",Twilight Blue,Echo,"My first “alexa” product. Well used in the kitchen. Timers, reminders, music. The cook/dishwasher’s best friend."
5.0,"January 31, 2020",Limited Edition (RED),Echo,"Sounds great, and she can hear me from across the room!"
5.0,"December 5, 2019",Twilight Blue,Echo,My first time buying a Alexa and so far I’m loving it !
5.0,"November 18, 2019",Heather Gray,Echo,"I have had quite a few echoes, this is a step forward work better voice responsiveness and more importantly for me better sound quality."
4.0,"December 27, 2019",Charcoal,Echo,The mic does not work well.  The sound quality is good.
5.0,"January 29, 2020",Charcoal,Echo,Music and a reliable morning alarm so I get to work on time!
5.0,"December 10, 2019",Charcoal,Echo,"The sound quality of music is incredible. It also got me to start upgrading my home to a ""Smart Home"". I love it.... the routines are awesome and a lot of fun."
5.0,"December 8, 2019",Twilight Blue,Echo,Love the improved sound quality of the 3rd gen alexas.
5.0,"October 26, 2019",Sandstone,Echo,"My 5th echo, thatvsays enough.  This one has different colors, and better siund."
5.0,"January 10, 2020",Charcoal,Echo,"Love it, sound quality is good, and huge library of music!"
5.0,"January 1, 2020",Heather Gray,Echo,Perfect gift.  He didnt have one and loved it works as expected
5.0,"January 7, 2020",Charcoal,Echo,Awesome sound quality. Crisp and clear with the music.
5.0,"February 15, 2020",Twilight Blue,Echo,"Love it. Music on/off, volume up/down from a distance. Great sound quality and ""listening"" ability for commands. Easy set up, basically plug and play."
5.0,"December 27, 2019",Twilight Blue,with $10 Smart Plug,It identifies my voice and does most of the things I requested.
5.0,"January 1, 2020",Charcoal,Echo,Fully approve of this product! For the price it’s a steal!!
5.0,"December 16, 2019",Charcoal,Echo,Beautiful sound that fills the room with wonderful fidelity...
5.0,"December 26, 2019",Charcoal,Echo,Voice recognition has been wrong at times during games
3.0,"January 10, 2020",Charcoal,Echo,When asked to turn on TV Alexa only works about 50% of the time for me and rarely for my wife.  It always asks for a check of power and cables.  If my wife tries and gets the error message I can try a short time later and it will work.  Must be chauvinistic or as my wife were to say my voice isn't deep enough.
5.0,"December 30, 2019",Limited Edition (RED),Echo,Just my own use. Just want to let people it’s an orangeish red but the sound is great.
5.0,"January 21, 2020",Sandstone,Echo,This is my 3rd echo and all are good but the new 3rd generation has improved sound.
5.0,"December 26, 2019",Charcoal,Echo,"We all had a ball asking Alexa things on Christmas day.  It worked great and my daughter will put it in the kitchen, because she likes to listen to music when she cooks.  Thanks"
5.0,"January 7, 2020",Charcoal,Echo,"While I absolutely love the echo, the app is cumbersome to use and figure out how to enable things on alexa. Why cant I just tell alexa to do something instead of going to the app to do it? biggest issue for me is seamless integration of multiple echos and dots. I never really know what i am doing or if i have been successful."
4.0,"December 28, 2019",Heather Gray,Echo,It works great as long as you have great WiFi and amazon music. It kept kicking me off of Apple Music so I had to get a subscription for Amazon music and I haven’t had any problems since.
5.0,"February 13, 2020",Charcoal,Echo,"Alexa echo is great. Sometimes you gotta yell at her for her to understand you. But the integrations with my car, logs, thermostat, and front door lock make living a breeze! Thanks Alexa!"
3.0,"January 8, 2020",Sandstone,Echo,Disappointed that you have to pay additional to listen to music from original artist.
5.0,"January 22, 2020",Sandstone,Echo,we love the ability to play any music we want with just a word.  the sound is very good as well!
5.0,"January 21, 2020",Charcoal,Echo,I don't know what took me so long to finally buy and Echo. We are loving it! Easy voice commands make tasks simple.
5.0,"January 11, 2020",Limited Edition (RED),Echo,"I love my alexa. I have a small accent and occasionally she doesn’t understand. However, the sound is amazing, and The color pops in my living room. When I drop in from another room the sound is clear and the person in one room does not have to yell for alexa to read them."
5.0,"December 31, 2019",Charcoal,Echo,Awesome device. I love the ability to start my Ford vehicle using my voice.
5.0,"January 24, 2020",Charcoal,Echo,We love our Alexa! Music is our favorite. Great sound!!
5.0,"January 2, 2020",Charcoal,Echo,"I never had one before so this one seemed very good to me. I am amazed at how smart, quick, and accurately Alexa answers my questions or does what I tell her to do. Daniel Moore"
5.0,"January 15, 2020",Heather Gray,Echo,"Louder, Clearer and seems much faster. We love it, and it's become part of our daily routine with everything we do in our home."
5.0,"November 4, 2019",Heather Gray,with $10 Smart Plug,I love all of my Amazon Echo's and the sound quality is just unbelievable!!
5.0,"February 2, 2020",Charcoal,Echo,This is my first Alexa and I am impressed..  received as a gift and wishI would have bought one sooner.  Starting with smart plugs and making plans for more add-one.  The communication is easy and the understanding by Alexa is versatile.  I expected a much more restrictive communication..  sound quality better than expected.
5.0,"January 26, 2020",Charcoal,Echo,"Very happy with this device, we are able to link and communicate with multiple devices throughout our house, and discovered we can communicate with devices at home through the Alexa app."
5.0,"December 31, 2019",Twilight Blue,Echo,Excelente calidad de bajos en un aparato tan pequeño buen reconocimiento de Alexa y que bien que venga en nuevos colores
5.0,"January 1, 2020",Heather Gray,Echo,Items arrived quickly.  The 2 of them were easy to link together for stereo sound.  A nice addition for audio listening.
5.0,"January 11, 2020",Charcoal,Echo,"Works great, sounds great. Integrated right into my network."
5.0,"January 9, 2020",Charcoal,Echo,"Love the way it integrates and pairs with other Echo devices, as well as smart plugs.  Great addition to our home!"
5.0,"January 1, 2020",Twilight Blue,Echo,I love this Alexa.  The quality of sound is amazing.
5.0,"January 5, 2020",Charcoal,Echo,I just love my Alexa. Mainly for music but also news and timers
5.0,"January 5, 2020",Charcoal,Echo,I love the new look and sound of my new Echo 3rd Gen
5.0,"December 23, 2019",Charcoal,Echo,"I love Alexa. I bake and cook and she’s my buddy in the kitchen, always telling me the time. I can even call a friend while I’m cooking. Fun"
3.0,"January 11, 2020",Charcoal,Echo,don't hear much difference in this and my 1st gen Alexa
2.0,"February 8, 2020",Charcoal,Echo,I like this device but it cannot stream more than one channel of music. I have multiple echo's but when I move to another room I have to stop the device in the other room
5.0,"January 3, 2020",Charcoal,Echo,This is our second Echo and we are happy with our purchase.
5.0,"December 11, 2019",Charcoal,Echo,Welp got the third one like I said. You all wouldn't be disappointed. Clear sound clarity.
